dataset,recording,kind,metric,value
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_imu.p99_ms,3.0650000007881317
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_imu.max_ms,7.329000000027008
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_clamp.p50_ms,1.2400000014167745
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_clamp.p95_ms,2.3789999995642575
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_clamp.p99_ms,2.4759999996604165
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_clamp.max_ms,3.4990000021934975
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.video_pose_motion.max_correlation,0.8434215003097398
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.video_pose_motion.best_lag_samples,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.video_pose_motion.best_lag_ms,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.video_pose_motion.sample_count,153
fastumi新,left_hand_250801DR48FP26001788,fastumi,summary.diagnostic_score,94.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.path,[local path omitted]
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.codec_name,mpeg4
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.codec_long_name,MPEG-4 part 2
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.width,1280
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.height,1280
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.fps,60.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.nb_frames,1850
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.duration_s,30.833333
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.pix_fmt,yuv420p
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_video_metadata.size_bytes,80568782
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.count,1850
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.duplicate_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.median_dt_ms,16.65800000046147
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.p99_dt_ms,16.72604000166757
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.max_dt_ms,17.237999996723374
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.estimated_hz,60.031216230777844
fastumi新,right_hand_250801DR48FP26001795,fastumi,temporal.rgb_timestamps.duration_s,30.8003549999994
fastumi新,right_hand_250801DR48FP26001795,fastumi,structural.rgb_frame_count.video_frames,1850
fastumi新,right_hand_250801DR48FP26001795,fastumi,structural.rgb_frame_count.timestamp_rows,1850
fastumi新,right_hand_250801DR48FP26001795,fastumi,structural.rgb_frame_count.difference,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.sample_count,154
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.black_frame_fraction,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.low_detail_frame_fraction,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.static_transition_fraction,0.0196078431372549
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.longest_static_run_s,0.6
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.motion_energy_p50,10.8687105178833
fastumi新,right_hand_250801DR48FP26001795,fastumi,video.rgb_visual_quality.motion_energy_p99,25.565773010253906
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.fx,397.3277587890625
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.fy,397.1492004394531
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.cx,638.1333618164062
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.cy,641.1234741210938
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.alpha,0.6834353804588318
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.beta,0.7418198585510254
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.width,1280.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.height,1280.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.model,seucm
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.cx_is_null,True
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.cy_is_null,True
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.intrinsic.camera_matrix_is_standard_K,False
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.extrinsic.finite_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.extrinsic.position_norm_m,0.026279982359511487
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.extrinsic.quaternion_norm_error,1.0986531684409329e-09
fastumi新,right_hand_250801DR48FP26001795,fastumi,calibration.extrinsic.image_topic,/xv_sdk/250801DR48FP26001795/color_camera/image
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.count,15295
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.duplicate_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.median_dt_ms,2.0000000004074536
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.p99_dt_ms,3.3903300012752826
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.max_dt_ms,11.58200000281795
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.estimated_hz,499.9999998981366
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.duration_s,30.819994000001316
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.finite_row_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.quaternion_norm_error_p99,6.784481865196312e-12
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.quaternion_norm_error_max,6.822542530926512e-12
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.linear_speed_mps_p50,0.09946147843491732
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.linear_speed_mps_p95,0.28741130354944117
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.linear_speed_mps_p99,0.428876614360977
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.linear_speed_mps_max,0.4961077840216324
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.angular_speed_radps_p50,0.248937964455808
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.angular_speed_radps_p95,0.6331212823961425
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.angular_speed_radps_p99,1.275395797093492
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.angular_speed_radps_max,3.369924064281125
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.consecutive_duplicate_value_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.sudden_change_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.sudden_change_fraction,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.extreme_position_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_raw.max_residual_z,318.65431826717173
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.count,15295
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.duplicate_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.median_dt_ms,2.0000000004074536
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.p99_dt_ms,3.3903300012752826
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.max_dt_ms,11.58200000281795
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.estimated_hz,499.9999998981366
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.duration_s,30.819994000001316
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.finite_row_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.quaternion_norm_error_p99,1.1102230246251565e-16
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.quaternion_norm_error_max,2.220446049250313e-16
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.linear_speed_mps_p50,0.09415294818021716
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.linear_speed_mps_p95,0.29596159802073047
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.linear_speed_mps_p99,0.37762855564137365
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.linear_speed_mps_max,0.5972231491575036
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.angular_speed_radps_p50,0.248937964455808
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.angular_speed_radps_p95,0.6331212822106977
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.angular_speed_radps_p99,1.2753957970124485
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.angular_speed_radps_max,3.369924064281125
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.consecutive_duplicate_value_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.sudden_change_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.sudden_change_fraction,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.extreme_position_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.slam_processed.max_residual_z,318.65431826535416
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.count,3081
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.duplicate_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.median_dt_ms,9.999752001021989
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.p99_dt_ms,11.550199960511238
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.max_dt_ms,23.6856940027792
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.estimated_hz,100.00248005128513
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.duration_s,30.799707174002833
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.finite_row_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.quaternion_norm_error_p99,1.1102230246251565e-16
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.quaternion_norm_error_max,2.220446049250313e-16
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.linear_speed_mps_p50,0.09335145873436437
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.linear_speed_mps_p95,0.2933623648161652
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.linear_speed_mps_p99,0.38013580126434954
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.linear_speed_mps_max,0.5488822945600188
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.angular_speed_radps_p50,0.24675103805119591
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.angular_speed_radps_p95,0.6193417719702998
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.angular_speed_radps_p99,1.2497909407648327
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.angular_speed_radps_max,1.4255936864367718
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.consecutive_duplicate_value_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.sudden_change_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.sudden_change_fraction,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.extreme_position_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merged_trajectory.max_residual_z,98.93311350914338
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.total_merged,3081
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.averaged,3081
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.use_slam,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.use_vive,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.both_high,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.skipped,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.no_match,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.velocity_threshold_mps,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.matching_tolerance_s,0.01
fastumi新,right_hand_250801DR48FP26001795,fastumi,trajectory.merge_stats.trajectory_row_count,3081
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.count,14320
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.duplicate_timestamp_count,2
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.median_dt_ms,1.9700000011653174
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.p99_dt_ms,5.914000001212116
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.max_dt_ms,31.53999999994994
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.estimated_hz,507.61421289769964
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.duration_s,30.818225999999413
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.consecutive_duplicate_count,2
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.consecutive_duplicate_fraction,0.00013967455827920943
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.longest_duplicate_run,1
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.finite_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.gyro_norm_radps_p01,0.003869968658608573
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.gyro_norm_radps_p50,0.251072971759452
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.gyro_norm_radps_p99,1.2478389213007215
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.accel_norm_mps2_p01,8.658844350369604
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.accel_norm_mps2_p50,9.82503326472807
fastumi新,right_hand_250801DR48FP26001795,fastumi,inertial.imu.accel_norm_mps2_p99,11.29902820317117
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.count,6164
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.nonfinite_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.duplicate_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.backward_timestamp_count,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.median_dt_ms,5.000000001018634
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.p99_dt_ms,5.013999998482177
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.max_dt_ms,5.578000000241445
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.estimated_hz,199.99999995925464
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.duration_s,30.815035999999964
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.finite_fraction,1.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.consecutive_duplicate_count,82
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.consecutive_duplicate_fraction,0.01330520850235275
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.longest_duplicate_run,2
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.value_0_p01,1.6979326787944709
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.value_0_p50,88.47387441289062
fastumi新,right_hand_250801DR48FP26001795,fastumi,scalar.clamp.value_0_p99,88.97996875464301
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_raw.p50_ms,0.5065000004833564
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_raw.p95_ms,0.9630000005927286
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_raw.p99_ms,1.2171399990984353
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_raw.max_ms,25.376999998115934
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_processed.p50_ms,0.5065000004833564
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_processed.p95_ms,0.9630000005927286
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_processed.p99_ms,1.2171399990984353
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_slam_processed.max_ms,25.376999998115934
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_merged_trajectory.p50_ms,2.5669804999779444
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_merged_trajectory.p95_ms,4.78723109990824
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_merged_trajectory.p99_ms,5.012406868227117
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_merged_trajectory.max_ms,25.37699799722759
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_imu.p50_ms,0.556999999389518
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_imu.p95_ms,1.7523999982586245
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_imu.p99_ms,2.9595699978381163
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_imu.max_ms,26.995000000169966
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_clamp.p50_ms,1.2524999983725138
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_clamp.p95_ms,2.373549999538227
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_clamp.p99_ms,2.4789999988570344
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.rgb_to_clamp.max_ms,28.02499999961583
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.video_pose_motion.max_correlation,0.7842414810308644
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.video_pose_motion.best_lag_samples,0
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.video_pose_motion.best_lag_ms,0.0
fastumi新,right_hand_250801DR48FP26001795,fastumi,cross_modal.video_pose_motion.sample_count,153
fastumi新,right_hand_250801DR48FP26001795,fastumi,summary.diagnostic_score,94.0
