dataset,recording,kind,metric,value
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.angular_speed_radps_p95,0.44041721840093706
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.angular_speed_radps_p99,0.5336926274557673
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.angular_speed_radps_max,0.6574947350428177
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.consecutive_duplicate_value_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.sudden_change_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.sudden_change_fraction,0.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.extreme_position_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.slam_processed.max_residual_z,223.24100106800677
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.count,2506
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.nonfinite_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.duplicate_timestamp_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.backward_timestamp_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.median_dt_ms,9.999752001021989
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.p99_dt_ms,10.664406238356607
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.max_dt_ms,11.641502998827491
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.estimated_hz,100.00248005128513
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.duration_s,25.049956082999415
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.finite_row_fraction,1.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.quaternion_norm_error_p99,1.1102230246251565e-16
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.quaternion_norm_error_max,1.1102230246251565e-16
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.linear_speed_mps_p50,0.06298269993106027
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.linear_speed_mps_p95,0.15857738417942074
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.linear_speed_mps_p99,0.18678977315011847
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.linear_speed_mps_max,0.20736817436327917
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.angular_speed_radps_p50,0.14014082323319815
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.angular_speed_radps_p95,0.4398791522293778
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.angular_speed_radps_p99,0.5337106330990312
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.angular_speed_radps_max,0.6832175870484828
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.consecutive_duplicate_value_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.sudden_change_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.sudden_change_fraction,0.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.extreme_position_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merged_trajectory.max_residual_z,72.22540255784102
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.total_merged,2506
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.averaged,2506
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.use_slam,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.use_vive,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.both_high,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.skipped,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.no_match,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.velocity_threshold_mps,1.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.matching_tolerance_s,0.01
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,trajectory.merge_stats.trajectory_row_count,2506
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.count,5015
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.nonfinite_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.duplicate_timestamp_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.backward_timestamp_count,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.median_dt_ms,4.999999997380655
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.p99_dt_ms,5.014870002414682
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.max_dt_ms,5.113999999593943
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.estimated_hz,200.0000001047738
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.duration_s,25.070443999997224
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.finite_fraction,1.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.consecutive_duplicate_count,2917
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.consecutive_duplicate_fraction,0.5817710410849621
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.longest_duplicate_run,24
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.value_0_p01,0.886459186488878
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.value_0_p50,87.03032454186666
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,scalar.clamp.value_0_p99,87.27606689635554
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_raw.p50_ms,0.5029999956605025
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_raw.p95_ms,0.9490000011282973
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_raw.p99_ms,0.9969999955501407
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_raw.max_ms,24.397999994107522
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_processed.p50_ms,0.5029999956605025
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_processed.p95_ms,0.9490000011282973
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_processed.p99_ms,0.9969999955501407
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_slam_processed.max_ms,24.397999994107522
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_merged_trajectory.p50_ms,2.4937380003393628
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_merged_trajectory.p95_ms,4.717869803425856
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_merged_trajectory.p99_ms,4.937030482687987
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_merged_trajectory.max_ms,24.39799499552464
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_clamp.p50_ms,1.2500000011641532
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_clamp.p95_ms,2.3740000018733554
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_clamp.p99_ms,2.4779200021293946
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.rgb_to_clamp.max_ms,18.11699999962002
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.video_pose_motion.max_correlation,0.7770712922282081
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.video_pose_motion.best_lag_samples,0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.video_pose_motion.best_lag_ms,0.0
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,cross_modal.video_pose_motion.sample_count,124
fastumi旧数据,right_hand_250801DR48FP26001744,fastumi,summary.diagnostic_score,94.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.path,[local path omitted]
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.codec_name,mpeg4
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.codec_long_name,MPEG-4 part 2
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.width,1280
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.height,1280
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.fps,60.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.nb_frames,1851
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.duration_s,30.85
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.pix_fmt,yuv420p
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_video_metadata.size_bytes,58402450
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.count,1851
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.duplicate_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.median_dt_ms,16.65800000046147
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.p99_dt_ms,16.72950999920431
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.max_dt_ms,17.034000000421656
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.estimated_hz,60.031216230777844
fastumi新,left_hand_250801DR48FP26001788,fastumi,temporal.rgb_timestamps.duration_s,30.816922000001796
fastumi新,left_hand_250801DR48FP26001788,fastumi,structural.rgb_frame_count.video_frames,1851
fastumi新,left_hand_250801DR48FP26001788,fastumi,structural.rgb_frame_count.timestamp_rows,1851
fastumi新,left_hand_250801DR48FP26001788,fastumi,structural.rgb_frame_count.difference,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.sample_count,154
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.black_frame_fraction,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.low_detail_frame_fraction,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.static_transition_fraction,0.0392156862745098
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.longest_static_run_s,0.6
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.motion_energy_p50,4.096328258514404
fastumi新,left_hand_250801DR48FP26001788,fastumi,video.rgb_visual_quality.motion_energy_p99,24.15937042236328
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.fx,391.348388671875
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.fy,391.27093505859375
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.cx,637.9758911132812
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.cy,641.518310546875
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.alpha,0.6789121031761169
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.beta,0.7503167390823364
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.width,1280.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.height,1280.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.model,seucm
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.cx_is_null,True
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.cy_is_null,True
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.intrinsic.camera_matrix_is_standard_K,False
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.extrinsic.finite_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.extrinsic.position_norm_m,0.024085114289429266
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.extrinsic.quaternion_norm_error,9.741532025486777e-09
fastumi新,left_hand_250801DR48FP26001788,fastumi,calibration.extrinsic.image_topic,/xv_sdk/250801DR48FP26001788/color_camera/image
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.count,15280
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.duplicate_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.median_dt_ms,2.0000000004074536
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.p99_dt_ms,3.9572200008842624
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.max_dt_ms,9.998000001360197
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.estimated_hz,499.9999998981366
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.duration_s,30.8199769999992
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.finite_row_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.quaternion_norm_error_p99,1.7804879792748806e-12
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.quaternion_norm_error_max,1.7891244041834398e-12
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.linear_speed_mps_p50,0.015153459524417871
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.linear_speed_mps_p95,0.2799011780550803
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.linear_speed_mps_p99,0.37817729732701816
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.linear_speed_mps_max,0.40682150935480427
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.angular_speed_radps_p50,0.12266627053584075
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.angular_speed_radps_p95,0.7834648395013097
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.angular_speed_radps_p99,1.058618678430957
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.angular_speed_radps_max,1.30353728307519
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.consecutive_duplicate_value_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.sudden_change_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.sudden_change_fraction,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.extreme_position_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_raw.max_residual_z,422.6377126991173
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.count,15280
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.duplicate_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.median_dt_ms,2.0000000004074536
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.p99_dt_ms,3.9572200008842624
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.max_dt_ms,9.998000001360197
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.estimated_hz,499.9999998981366
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.duration_s,30.8199769999992
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.finite_row_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.quaternion_norm_error_p99,1.1102230246251565e-16
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.quaternion_norm_error_max,2.220446049250313e-16
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.linear_speed_mps_p50,0.012005467526977516
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.linear_speed_mps_p95,0.2597585965786556
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.linear_speed_mps_p99,0.33278693658640157
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.linear_speed_mps_max,0.3574205402036787
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.angular_speed_radps_p50,0.12264025772690845
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.angular_speed_radps_p95,0.7834648392065748
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.angular_speed_radps_p99,1.058618678430957
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.angular_speed_radps_max,1.3035372829900198
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.consecutive_duplicate_value_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.sudden_change_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.sudden_change_fraction,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.extreme_position_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.slam_processed.max_residual_z,422.637713098068
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.count,3083
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.duplicate_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.median_dt_ms,9.998083000027691
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.p99_dt_ms,12.220971769238535
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.max_dt_ms,23.55361000081757
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.estimated_hz,100.0191736753166
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.duration_s,30.819878817001154
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.finite_row_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.quaternion_norm_error_p99,1.1102230246251565e-16
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.quaternion_norm_error_max,1.1102230246251565e-16
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.linear_speed_mps_p50,0.011744893704265943
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.linear_speed_mps_p95,0.26086279470312096
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.linear_speed_mps_p99,0.3339524791819468
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.linear_speed_mps_max,0.36711744361847914
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.angular_speed_radps_p50,0.12000165286484533
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.angular_speed_radps_p95,0.784672058881597
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.angular_speed_radps_p99,1.0541675647568514
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.angular_speed_radps_max,1.7592962224769475
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.consecutive_duplicate_value_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.sudden_change_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.sudden_change_fraction,0.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.extreme_position_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merged_trajectory.max_residual_z,284.61138440586654
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.total_merged,3083
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.averaged,3083
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.use_slam,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.use_vive,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.both_high,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.skipped,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.no_match,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.velocity_threshold_mps,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.matching_tolerance_s,0.01
fastumi新,left_hand_250801DR48FP26001788,fastumi,trajectory.merge_stats.trajectory_row_count,3083
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.count,14614
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.duplicate_timestamp_count,1
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.median_dt_ms,1.9920000013371464
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.p99_dt_ms,5.969000001241511
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.max_dt_ms,29.88300000288291
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.estimated_hz,502.008031791537
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.duration_s,30.825686000000132
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.consecutive_duplicate_count,1
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.consecutive_duplicate_fraction,6.843221788818175e-05
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.longest_duplicate_run,1
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.finite_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.gyro_norm_radps_p01,0.0010258640260775304
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.gyro_norm_radps_p50,0.11978385035376256
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.gyro_norm_radps_p99,1.0458654039907507
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.accel_norm_mps2_p01,8.918671204896247
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.accel_norm_mps2_p50,9.806507749949725
fastumi新,left_hand_250801DR48FP26001788,fastumi,inertial.imu.accel_norm_mps2_p99,11.104840811422019
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.count,6165
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.nonfinite_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.duplicate_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.backward_timestamp_count,0
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.median_dt_ms,5.000000001018634
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.p99_dt_ms,5.023110001566238
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.max_dt_ms,5.376999997679377
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.estimated_hz,199.99999995925464
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.duration_s,30.819885999997496
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.finite_fraction,1.0
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.consecutive_duplicate_count,96
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.consecutive_duplicate_fraction,0.015574302401038288
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.longest_duplicate_run,2
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.value_0_p01,3.5375509899708177
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.value_0_p50,87.94152343376683
fastumi新,left_hand_250801DR48FP26001788,fastumi,scalar.clamp.value_0_p99,88.32219780401802
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_raw.p50_ms,0.5109999983687885
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_raw.p95_ms,0.963999998930376
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_raw.p99_ms,1.6544999998586718
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_raw.max_ms,4.057000001921551
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_processed.p50_ms,0.5109999983687885
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_processed.p95_ms,0.963999998930376
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_processed.p99_ms,1.6544999998586718
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_slam_processed.max_ms,4.057000001921551
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_merged_trajectory.p50_ms,2.4322039971593767
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_merged_trajectory.p95_ms,4.7875630007183645
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_merged_trajectory.p99_ms,5.130174500663998
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_merged_trajectory.max_ms,8.3728700010397
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_imu.p50_ms,0.5609999971056823
fastumi新,left_hand_250801DR48FP26001788,fastumi,cross_modal.rgb_to_imu.p95_ms,1.7915000007633353
